ticket_id,customer_id,creation_date,resolution_date,status,priority,issue_type,channel
414,363,2022-06-18,2022-06-18,Resolved,Low,Bug Report,Forum
415,364,2023-09-27,,Pending Customer Response,Low,Billing Inquiry,Phone
416,364,2022-12-14,,Open,High,Password Reset,Email
417,365,2023-02-14,,Pending Customer Response,High,Technical Glitch,Chat
418,366,2022-10-04,,Pending Customer Response,Low,Bug Report,Email
419,366,2023-09-21,,Open,Medium,Billing Inquiry,Email
420,366,2022-05-06,,Open,Medium,How-to Question,Chat
421,367,2022-05-06,,Pending Customer Response,Medium,Password Reset,Email
422,368,2022-02-18,,Open,High,Bug Report,Chat
423,374,2022-08-06,,Open,High,Bug Report,Email
424,375,2022-05-24,2022-05-29,Resolved,Urgent,Billing Inquiry,Chat
425,376,2022-12-20,,Pending Customer Response,Urgent,Technical Glitch,Phone
426,377,2023-04-04,2023-04-09,Closed,Urgent,Feature Request,Chat
427,378,2022-07-13,2022-07-19,Resolved,High,Feature Request,Email
428,379,2023-03-02,,Open,Low,Feature Request,Email
429,379,2022-08-13,,Pending Customer Response,High,How-to Question,Phone
430,380,2022-02-28,,Open,High,Password Reset,Forum
431,381,2022-02-21,2022-02-24,Closed,Medium,Password Reset,Chat
432,382,2023-06-10,,In Progress,Medium,Password Reset,Phone
433,383,2022-06-28,,In Progress,Urgent,Technical Glitch,Forum
434,383,2022-05-26,,Pending Customer Response,Low,Feature Request,Forum
435,384,2023-03-17,2023-03-24,Resolved,High,Technical Glitch,Chat
436,385,2022-05-24,,Open,Urgent,Billing Inquiry,Phone
437,385,2022-03-27,,Pending Customer Response,Urgent,Feature Request,Chat
438,385,2022-05-06,,In Progress,Medium,Feature Request,Phone
439,387,2022-08-02,2022-08-04,Closed,Low,Technical Glitch,Chat
440,387,2022-05-15,,Pending Customer Response,Medium,Technical Glitch,Forum
441,389,2023-11-01,2023-11-01,Closed,High,How-to Question,Forum
442,389,2024-04-20,,In Progress,High,Technical Glitch,Forum
443,390,2022-03-01,2022-03-02,Closed,High,Bug Report,Phone
444,391,2022-04-30,,Open,High,Password Reset,Phone
445,392,2024-04-12,2024-04-18,Closed,Urgent,Feature Request,Phone
446,393,2024-08-17,2024-08-17,Closed,High,Feature Request,Phone
447,393,2023-06-24,,Pending Customer Response,Medium,Feature Request,Email
448,394,2022-10-07,2022-10-13,Closed,Low,Billing Inquiry,Email
449,394,2022-06-13,2022-06-19,Resolved,High,Technical Glitch,Chat
450,395,2022-09-27,2022-10-04,Closed,Urgent,Technical Glitch,Phone
451,395,2023-01-11,2023-01-15,Resolved,High,Feature Request,Forum
452,396,2022-06-12,,In Progress,High,How-to Question,Phone
453,396,2022-02-27,2022-02-28,Closed,Urgent,Password Reset,Email
454,397,2022-03-24,2022-03-24,Closed,Urgent,Billing Inquiry,Phone
455,398,2022-02-20,,Pending Customer Response,High,Billing Inquiry,Phone
456,398,2022-05-22,2022-05-22,Closed,Urgent,Technical Glitch,Phone
457,399,2022-10-11,2022-10-15,Closed,High,Password Reset,Email
458,400,2023-02-13,,In Progress,High,Password Reset,Chat
459,400,2022-03-25,2022-03-30,Closed,Medium,How-to Question,Forum
460,400,2022-07-07,,Open,Low,How-to Question,Email
461,402,2023-06-09,2023-06-16,Resolved,Medium,Billing Inquiry,Chat
462,403,2022-03-05,,In Progress,Low,Billing Inquiry,Phone
463,404,2022-06-08,2022-06-08,Resolved,Low,How-to Question,Forum
464,405,2022-02-22,2022-02-25,Resolved,Low,Password Reset,Email
465,406,2022-03-20,,Pending Customer Response,Urgent,Password Reset,Email
466,406,2022-11-13,2022-11-16,Closed,Low,Feature Request,Forum
467,407,2022-08-22,2022-08-25,Closed,Low,Bug Report,Chat
468,409,2022-06-06,,Pending Customer Response,Medium,Billing Inquiry,Forum
469,409,2022-03-11,,In Progress,High,Password Reset,Phone
470,410,2022-02-20,,In Progress,Medium,Password Reset,Forum
471,410,2022-03-17,2022-03-21,Resolved,High,Technical Glitch,Email
472,410,2022-02-13,,Open,High,Bug Report,Email
473,411,2022-02-28,2022-03-03,Resolved,Urgent,Billing Inquiry,Chat
474,411,2022-03-02,2022-03-04,Closed,Medium,Bug Report,Forum
475,412,2022-08-05,,Pending Customer Response,Low,Password Reset,Chat
476,412,2022-11-05,2022-11-11,Closed,Low,Feature Request,Forum
477,413,2022-03-06,,Open,Low,Bug Report,Email
478,414,2022-06-11,2022-06-17,Closed,Medium,Technical Glitch,Forum
479,414,2022-05-08,,Open,Urgent,Technical Glitch,Chat
480,415,2022-02-24,,Open,Urgent,How-to Question,Phone
481,415,2022-02-19,2022-02-21,Resolved,Low,How-to Question,Phone
482,415,2022-02-26,,Open,Low,Technical Glitch,Chat
483,415,2022-03-08,2022-03-12,Closed,High,How-to Question,Forum
484,416,2022-12-13,,In Progress,High,Billing Inquiry,Email
485,416,2022-02-26,2022-03-01,Resolved,High,Bug Report,Phone
486,416,2023-07-11,,Open,Low,Technical Glitch,Phone
487,417,2022-04-18,2022-04-19,Resolved,Urgent,How-to Question,Forum
488,417,2022-10-11,,Pending Customer Response,Low,Password Reset,Phone
489,418,2022-02-19,,Pending Customer Response,Urgent,Technical Glitch,Forum
490,418,2022-02-25,2022-03-04,Closed,Medium,Technical Glitch,Phone
491,419,2022-03-01,,Pending Customer Response,Medium,Billing Inquiry,Email
492,420,2023-07-25,,Pending Customer Response,High,How-to Question,Phone
493,420,2024-03-16,,Open,Medium,How-to Question,Forum
494,421,2022-06-06,2022-06-11,Closed,Urgent,How-to Question,Phone
495,421,2022-08-02,,Open,Medium,Password Reset,Email
496,421,2022-03-25,2022-03-31,Closed,Low,Bug Report,Chat
497,422,2022-04-27,,Pending Customer Response,Low,Password Reset,Forum
498,422,2022-07-13,,In Progress,High,Billing Inquiry,Phone
499,423,2022-07-31,,Pending Customer Response,Medium,Billing Inquiry,Phone
500,423,2023-08-25,2023-08-28,Resolved,Medium,Password Reset,Forum
501,424,2024-10-21,,In Progress,Urgent,How-to Question,Email
502,424,2022-07-23,2022-07-27,Resolved,High,Technical Glitch,Forum
503,424,2023-09-22,2023-09-24,Resolved,Low,How-to Question,Forum
504,424,2022-06-08,,Open,Medium,Feature Request,Phone
505,425,2025-10-13,,Open,Low,Billing Inquiry,Phone
506,426,2023-05-19,,Pending Customer Response,Urgent,Bug Report,Chat
507,426,2022-07-22,,In Progress,Medium,Billing Inquiry,Email
508,426,2022-09-18,,Pending Customer Response,Medium,Billing Inquiry,Chat
509,427,2022-04-08,,In Progress,High,Password Reset,Email
510,429,2022-11-23,,Open,High,How-to Question,Email
511,429,2022-06-18,,In Progress,Urgent,Password Reset,Phone
512,430,2022-08-30,,Pending Customer Response,Urgent,Billing Inquiry,Chat
513,431,2022-08-18,2022-08-24,Resolved,Urgent,Password Reset,Chat
514,432,2023-07-11,,In Progress,Medium,Technical Glitch,Chat
515,433,2022-03-07,,Open,Low,Bug Report,Forum
516,434,2022-05-25,2022-05-27,Closed,High,Bug Report,Email
517,436,2022-09-04,,Open,Low,Feature Request,Phone
518,437,2022-02-27,2022-03-06,Resolved,Urgent,Feature Request,Chat
519,438,2022-04-01,2022-04-02,Closed,Low,Bug Report,Phone
520,438,2022-03-30,,In Progress,Medium,Billing Inquiry,Email
521,439,2022-03-02,,In Progress,Medium,How-to Question,Phone
522,439,2022-03-13,2022-03-18,Resolved,High,How-to Question,Forum
523,440,2022-07-22,,Pending Customer Response,High,Bug Report,Forum
524,440,2022-12-15,,Pending Customer Response,High,Billing Inquiry,Phone
525,441,2023-03-08,,Open,Low,How-to Question,Phone
526,442,2022-06-23,,Pending Customer Response,High,Technical Glitch,Chat
527,443,2024-09-24,,Open,Medium,Feature Request,Phone
528,443,2023-01-26,,Open,Medium,Feature Request,Chat
529,444,2022-05-12,,Pending Customer Response,Medium,How-to Question,Email
530,444,2022-05-18,,In Progress,Urgent,Password Reset,Phone
531,445,2022-06-11,,Pending Customer Response,Low,How-to Question,Chat
532,446,2023-04-20,,In Progress,Low,Billing Inquiry,Email
533,446,2023-07-10,2023-07-16,Resolved,Urgent,How-to Question,Email
534,446,2022-11-14,,Pending Customer Response,Urgent,How-to Question,Chat
535,447,2022-02-28,2022-03-01,Closed,Urgent,Password Reset,Forum
536,448,2023-12-13,,Open,High,Billing Inquiry,Forum
537,448,2024-11-14,2024-11-18,Closed,Low,Bug Report,Email
538,451,2022-02-22,2022-02-25,Closed,Low,Password Reset,Email
539,451,2022-02-20,2022-02-23,Closed,Urgent,Technical Glitch,Email
540,452,2022-08-13,,Pending Customer Response,Medium,Feature Request,Chat
541,453,2022-03-03,2022-03-05,Closed,High,Technical Glitch,Email
542,455,2022-02-24,,Pending Customer Response,High,Billing Inquiry,Phone
543,456,2022-05-17,2022-05-21,Closed,Medium,Technical Glitch,Phone
544,457,2022-11-22,,Pending Customer Response,Urgent,Bug Report,Forum
545,457,2023-12-30,,In Progress,Urgent,How-to Question,Chat
546,459,2022-08-07,,Open,Medium,Password Reset,Chat
547,460,2022-06-19,,In Progress,High,Billing Inquiry,Forum
548,461,2022-06-02,,In Progress,High,Billing Inquiry,Phone
549,462,2022-11-03,2022-11-03,Closed,Low,Billing Inquiry,Email
550,463,2022-10-02,,Open,Urgent,Technical Glitch,Forum
551,464,2023-02-09,,In Progress,Low,Feature Request,Email
552,464,2023-04-16,,In Progress,Medium,Billing Inquiry,Email
553,467,2023-09-13,,In Progress,Low,How-to Question,Email
554,468,2022-04-30,,Pending Customer Response,Medium,How-to Question,Email
555,469,2022-07-25,,Open,Low,Password Reset,Chat
556,470,2022-11-14,2022-11-16,Closed,Low,Technical Glitch,Phone
557,470,2023-01-30,,Pending Customer Response,Urgent,Password Reset,Forum
558,470,2022-08-23,,Open,Urgent,Feature Request,Phone
559,470,2022-12-28,2023-01-04,Closed,Low,Technical Glitch,Forum
560,470,2022-04-05,,Open,High,Password Reset,Phone
561,471,2022-05-12,2022-05-19,Resolved,Urgent,Feature Request,Chat
562,472,2022-02-23,,Open,High,Billing Inquiry,Email
563,472,2022-03-11,,In Progress,Urgent,How-to Question,Forum
564,473,2022-08-26,2022-08-29,Resolved,Medium,Billing Inquiry,Phone
565,474,2022-03-22,2022-03-27,Resolved,Low,Feature Request,Phone
566,476,2022-03-08,,Open,High,Billing Inquiry,Forum
567,477,2022-09-05,2022-09-10,Closed,Urgent,Password Reset,Forum
568,477,2023-05-18,2023-05-18,Closed,Urgent,How-to Question,Email
569,477,2023-11-06,,In Progress,High,Billing Inquiry,Chat
570,479,2023-02-06,2023-02-09,Closed,Urgent,Technical Glitch,Phone
571,479,2022-09-19,2022-09-22,Resolved,High,Billing Inquiry,Forum
572,480,2022-11-12,2022-11-15,Resolved,High,Billing Inquiry,Phone
573,480,2022-02-22,,Pending Customer Response,Low,Billing Inquiry,Phone
574,482,2023-02-06,,Open,Low,Password Reset,Phone
575,484,2022-02-19,2022-02-24,Resolved,Medium,Feature Request,Phone
576,485,2023-12-11,2023-12-12,Closed,Medium,Feature Request,Chat
577,486,2022-09-11,,Open,High,Billing Inquiry,Email
578,486,2022-05-22,,Open,High,How-to Question,Forum
579,486,2022-03-20,2022-03-21,Resolved,Medium,Billing Inquiry,Email
580,487,2024-11-16,2024-11-18,Closed,Low,Bug Report,Phone
581,487,2022-11-25,,Pending Customer Response,High,How-to Question,Phone
582,489,2022-12-05,,Open,High,Bug Report,Phone
583,490,2022-07-22,,In Progress,Medium,Technical Glitch,Email
584,491,2022-03-09,2022-03-09,Resolved,Urgent,Feature Request,Email
585,492,2022-02-26,2022-03-05,Closed,High,Billing Inquiry,Email
586,494,2022-03-10,,Open,Medium,Billing Inquiry,Forum
587,494,2022-10-03,,In Progress,High,Bug Report,Chat
588,495,2023-09-23,,Pending Customer Response,High,Billing Inquiry,Email
589,495,2024-03-18,,Open,High,Technical Glitch,Chat
590,497,2022-10-19,,Pending Customer Response,Urgent,Technical Glitch,Phone
591,498,2022-06-21,,Open,Urgent,Billing Inquiry,Email
592,498,2022-04-24,2022-04-29,Closed,Urgent,Password Reset,Chat
593,498,2022-03-15,,In Progress,Medium,Password Reset,Email
594,499,2024-06-14,,In Progress,Urgent,Bug Report,Forum
595,500,2023-12-20,,In Progress,Medium,Bug Report,Email
596,502,2022-03-17,,Pending Customer Response,Low,How-to Question,Chat
597,502,2022-09-23,,Open,Urgent,How-to Question,Chat
598,503,2022-03-26,2022-04-02,Closed,High,Bug Report,Phone
599,503,2022-08-14,2022-08-18,Resolved,High,Bug Report,Chat
600,503,2022-04-05,2022-04-11,Resolved,Low,Billing Inquiry,Phone
601,505,2022-03-17,2022-03-19,Resolved,Low,Technical Glitch,Chat
602,505,2022-03-16,,Pending Customer Response,Medium,How-to Question,Email
603,506,2023-11-30,,In Progress,Low,Feature Request,Chat
604,506,2023-02-04,,Pending Customer Response,Low,Billing Inquiry,Phone
605,506,2023-04-18,,Open,Urgent,Feature Request,Email
606,508,2024-04-12,,Open,High,How-to Question,Email
607,509,2022-05-04,2022-05-10,Closed,Low,Bug Report,Phone
608,509,2022-06-29,,In Progress,Medium,Feature Request,Chat
609,509,2022-02-28,,In Progress,High,Bug Report,Email
610,510,2022-05-25,2022-05-27,Resolved,Medium,Technical Glitch,Email
611,511,2022-03-09,,Open,Urgent,Billing Inquiry,Email
612,511,2022-04-14,,In Progress,Urgent,How-to Question,Email
613,512,2023-06-06,,Open,Urgent,Bug Report,Phone
614,512,2022-04-28,,Open,Medium,Billing Inquiry,Forum
615,512,2024-01-08,2024-01-08,Resolved,Low,How-to Question,Chat
616,512,2023-09-27,,In Progress,Medium,Technical Glitch,Chat
617,513,2023-03-18,,Open,Urgent,Bug Report,Phone
618,514,2022-03-10,,Pending Customer Response,Low,How-to Question,Forum
619,515,2022-03-31,,Pending Customer Response,Medium,Bug Report,Phone
620,515,2022-08-15,2022-08-17,Resolved,High,Bug Report,Forum
621,516,2022-04-08,,Open,Urgent,Billing Inquiry,Phone
622,517,2024-07-26,,Open,Low,Bug Report,Phone
623,517,2022-12-26,,Pending Customer Response,Medium,How-to Question,Chat
624,518,2022-02-27,2022-03-05,Closed,Low,Password Reset,Phone
625,519,2022-04-16,,In Progress,Low,Billing Inquiry,Forum
626,519,2022-05-10,2022-05-16,Closed,Medium,Feature Request,Forum
627,520,2022-12-22,2022-12-27,Resolved,Medium,Password Reset,Email
628,521,2022-12-24,2022-12-26,Resolved,Low,Feature Request,Forum
629,522,2022-05-19,,In Progress,High,Technical Glitch,Email
630,522,2022-03-22,,In Progress,Urgent,Bug Report,Chat
631,523,2022-03-10,2022-03-13,Closed,Medium,Password Reset,Forum
632,524,2022-11-29,2022-12-02,Closed,Low,Billing Inquiry,Chat
633,525,2022-10-20,,Pending Customer Response,Low,Password Reset,Phone
634,525,2022-04-18,,Open,High,Billing Inquiry,Chat
635,525,2022-06-23,2022-06-30,Closed,High,Bug Report,Forum
636,526,2022-08-30,,Open,Urgent,Bug Report,Chat
637,526,2022-04-02,,Pending Customer Response,Urgent,Feature Request,Forum
638,527,2022-09-25,2022-09-30,Closed,Urgent,Password Reset,Phone
639,528,2022-05-15,,Open,Medium,How-to Question,Phone
640,529,2022-07-30,2022-07-31,Closed,Medium,Bug Report,Chat
641,530,2022-07-19,,Pending Customer Response,Medium,How-to Question,Chat
642,530,2022-11-02,2022-11-06,Closed,Medium,Password Reset,Forum
643,530,2022-11-23,2022-11-29,Closed,Medium,Billing Inquiry,Phone
644,531,2022-11-17,,Open,Low,How-to Question,Email
645,531,2023-07-19,2023-07-26,Resolved,Medium,Technical Glitch,Forum
646,532,2022-04-03,,Pending Customer Response,Low,Technical Glitch,Phone
647,532,2022-03-03,,Pending Customer Response,High,Password Reset,Chat
648,532,2022-07-29,2022-07-29,Resolved,High,How-to Question,Forum
649,532,2022-04-08,,Open,Urgent,Technical Glitch,Forum
650,533,2022-03-24,2022-03-25,Resolved,High,Password Reset,Email
651,533,2022-03-30,2022-03-30,Resolved,High,Password Reset,Phone
652,535,2022-12-14,,Pending Customer Response,High,How-to Question,Email
653,537,2023-01-14,,In Progress,Urgent,How-to Question,Email
654,537,2022-12-17,,Pending Customer Response,High,Password Reset,Phone
655,538,2022-04-20,2022-04-26,Resolved,Urgent,Bug Report,Chat
656,539,2022-04-08,2022-04-10,Resolved,Low,Bug Report,Chat
657,539,2022-03-21,2022-03-28,Resolved,Medium,Feature Request,Email
658,542,2022-12-14,,Open,Urgent,Feature Request,Forum
659,545,2022-09-04,2022-09-04,Resolved,Medium,Billing Inquiry,Email
660,546,2022-06-01,,Open,High,Billing Inquiry,Chat
661,546,2022-04-09,,In Progress,Medium,Feature Request,Forum
662,546,2022-05-26,2022-06-01,Closed,Low,Billing Inquiry,Chat
663,547,2022-06-22,,Pending Customer Response,Urgent,Technical Glitch,Email
664,548,2023-05-27,2023-05-27,Closed,Medium,Password Reset,Phone
665,548,2023-05-22,,Pending Customer Response,High,Feature Request,Phone
666,548,2022-04-16,2022-04-22,Closed,Urgent,Bug Report,Chat
667,549,2022-03-13,2022-03-14,Resolved,Medium,Password Reset,Email
668,551,2022-03-06,2022-03-09,Closed,High,Billing Inquiry,Chat
669,552,2023-03-06,2023-03-10,Resolved,Medium,Billing Inquiry,Forum
670,554,2022-11-20,2022-11-21,Resolved,Medium,Bug Report,Forum
671,556,2022-03-06,2022-03-10,Resolved,Urgent,Feature Request,Chat
672,558,2025-02-27,,In Progress,Medium,Feature Request,Email
673,559,2022-09-08,,Pending Customer Response,High,How-to Question,Chat
674,559,2022-07-22,2022-07-24,Resolved,Low,Bug Report,Forum
675,560,2022-03-23,,In Progress,Low,Billing Inquiry,Phone
676,561,2022-11-18,,Open,Urgent,How-to Question,Chat
677,563,2022-03-14,,Open,Urgent,Bug Report,Forum
678,563,2022-03-20,,In Progress,Urgent,Technical Glitch,Email
679,563,2022-03-04,,Open,Medium,Bug Report,Forum
680,563,2022-03-22,2022-03-26,Closed,Medium,Bug Report,Email
681,565,2022-04-13,2022-04-16,Closed,Urgent,Feature Request,Phone
682,566,2022-03-11,,Pending Customer Response,Urgent,Technical Glitch,Chat
683,566,2022-04-14,2022-04-21,Resolved,Urgent,Bug Report,Forum
684,568,2022-03-13,2022-03-18,Resolved,Medium,Billing Inquiry,Email
685,568,2022-07-09,2022-07-15,Resolved,Low,Billing Inquiry,Phone
686,568,2023-01-12,,Pending Customer Response,High,Password Reset,Forum
687,570,2022-06-03,2022-06-05,Closed,High,How-to Question,Email
688,570,2022-03-03,,In Progress,Medium,Billing Inquiry,Phone
689,571,2022-06-26,,In Progress,High,Billing Inquiry,Chat
690,572,2022-09-28,2022-10-01,Resolved,Urgent,How-to Question,Email
691,573,2022-06-14,2022-06-14,Resolved,High,Technical Glitch,Phone
692,574,2022-04-21,,Open,High,How-to Question,Phone
693,575,2022-04-30,2022-05-01,Resolved,Medium,Feature Request,Phone
694,575,2022-02-28,,Pending Customer Response,High,Technical Glitch,Chat
695,576,2022-03-05,,In Progress,High,Bug Report,Phone
696,576,2022-03-04,2022-03-08,Closed,Medium,Technical Glitch,Forum
697,577,2022-04-06,,In Progress,Medium,Feature Request,Email
698,577,2022-04-19,,Open,Urgent,Bug Report,Email
699,577,2022-03-30,2022-04-01,Resolved,Low,How-to Question,Email
700,578,2022-03-27,2022-03-27,Resolved,Low,Bug Report,Phone
701,578,2022-06-05,2022-06-09,Resolved,Urgent,Bug Report,Forum
702,579,2022-04-29,,Pending Customer Response,Urgent,Password Reset,Email
703,582,2022-04-28,2022-05-03,Closed,High,How-to Question,Phone
704,584,2022-07-30,2022-07-30,Resolved,Low,Bug Report,Phone
705,585,2022-03-14,2022-03-19,Closed,High,Bug Report,Email
706,585,2022-03-11,2022-03-18,Closed,High,Technical Glitch,Email
707,587,2022-10-26,,In Progress,Urgent,Password Reset,Phone
708,588,2022-03-10,2022-03-12,Closed,Urgent,Billing Inquiry,Email
709,588,2022-03-13,,Pending Customer Response,Urgent,Bug Report,Forum
710,589,2022-03-22,2022-03-22,Resolved,High,Technical Glitch,Forum
711,590,2022-11-24,,Open,Medium,Password Reset,Email
712,590,2022-04-13,,Open,High,Billing Inquiry,Email
713,591,2022-03-11,,Pending Customer Response,High,How-to Question,Email
714,591,2022-03-05,,Open,Low,Technical Glitch,Chat
715,593,2023-06-19,2023-06-23,Resolved,Low,Billing Inquiry,Email
716,593,2022-07-28,2022-07-30,Closed,Medium,How-to Question,Phone
717,594,2023-06-10,,In Progress,Low,Technical Glitch,Chat
718,595,2022-05-06,2022-05-09,Resolved,Urgent,Password Reset,Email
719,595,2022-03-21,2022-03-27,Resolved,High,Billing Inquiry,Phone
720,597,2022-07-24,,Open,Medium,Feature Request,Email
721,599,2022-03-06,,Pending Customer Response,Urgent,Billing Inquiry,Email
722,600,2022-05-08,2022-05-10,Resolved,Urgent,Feature Request,Forum
723,601,2022-03-18,2022-03-25,Resolved,Low,Feature Request,Forum
724,601,2022-08-29,2022-09-01,Closed,High,Billing Inquiry,Chat
